序号,作物名称,种质名称,科名,属名,种名或亚种名,原产地,原产省,原产国,来源地,资源类型,主要特性,生育周期,系谱,选育单位,育成年份,海拔,经度,纬度,鉴定试验地点,土壤类型,生态系统类型,年均温度,年均降雨量,图像,抗旱性鉴定结果,保存单位,库编号,圃编号,引种号,采集号,保存资源类型,保存方式,实物状态,共享方式,获取途径
YAAS0853,油菜,花油3号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0854,油菜,花油5号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0855,油菜,花油6号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0856,油菜,花油7号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0857,油菜,花油8号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0858,油菜,花油9号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0859,油菜,云油杂2号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0860,油菜,云油杂10号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0861,油菜,云油双1号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0862,油菜,云油双2号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0863,油菜,早熟1号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0864,油菜,云花油23号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0865,油菜,094581-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0866,油菜,094560-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0867,油菜,094564-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0868,油菜,12XS242-5-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0869,油菜,12XS247-6,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0870,油菜,12XS247-3-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0871,油菜,12XS242-4-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0872,油菜,12XS247-6-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0873,油菜,12XS247-8-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0874,油菜,12XS256-6-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0875,油菜,12XS256-7-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0876,油菜,12XS256-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0877,油菜,12XS256-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0878,油菜,12XS256-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0879,油菜,12XS265-7-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0880,油菜,12XS265-9-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0881,油菜,12XS274-3-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0882,油菜,12XS282-1-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0883,油菜,12XS282-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0884,油菜,12XS282-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0885,油菜,12XS242-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0886,油菜,12XS247-9-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0887,油菜,12XS256-4-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0888,油菜,12XS256-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0889,油菜,12XS256-8-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0890,油菜,12XS256-9-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0891,油菜,12XS265-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0892,油菜,12XS265-4-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0893,油菜,12XS265-5-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0894,油菜,12XF161,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0895,油菜,12NF214-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0896,油菜,11XF304-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0897,油菜,2012DF041,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,苗期苗期 弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0898,油菜,094530-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0899,油菜,094531-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0900,油菜,094532-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0901,油菜,094535-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0902,油菜,094536-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0903,油菜,094538-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0904,油菜,094543-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极强,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0905,油菜,094546-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0906,油菜,094547-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0907,油菜,094553-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0908,油菜,094565-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0909,油菜,094573-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期中等,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0910,油菜,094576-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0911,油菜,094577-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0912,油菜,094582-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0913,油菜,094589-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0914,油菜,094599,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0915,油菜,12XS242-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0916,油菜,12XS242-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0917,油菜,12XS242-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0918,油菜,12XS247-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0919,油菜,12XS247-2-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0920,油菜,12XS247-4-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0921,油菜,12XS247-5-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0922,油菜,12XS247-7-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0923,油菜,12XS265-1-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0924,油菜,12XS265-3-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0925,油菜,12XS265-8-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0926,油菜,12XS274-1-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0927,油菜,12XS274-2-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0928,油菜,12XS274-4-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0929,油菜,12XS274-5-2,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0930,油菜,12XS274-6-1,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0931,油菜,12XS274-7-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0932,油菜,12XS274-8-3,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）和Brassica juncea L.）（芥菜型油菜）杂交后代,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0933,油菜,花油3号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品系,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0934,油菜,花油5号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0935,油菜,花油6号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期极弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0936,油菜,花油7号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
YAAS0937,油菜,花油8号,Cruciferae(十字花科),Brassica（芸薹属）,Brassica napus （甘蓝型油菜）,昆明,云南,中国,云南,品种,,1年生,,,,,,,云南,砂壤,旱地,,,,薹花期弱,云南省农业科学院经济作物研究所,,,,,种子,库,好,合作研究,现场获取
